Address,City,original_price,lot_size_m2,living_space_m2,build_year,build_type,house_type,roof_type,rooms,toilet,floors,energy_label,position,garden,neighborhood_price_per_m2,price_cleaned,living_space_cleaned,lot_size_cleaned,bedrooms,total_rooms,house_type_cleaned,garden_type,price_per_sqm
Bolderik 21,Venray,€ 249.000,178 m²,118 m²,1981.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.700,249000.0,118.0,178.0,3.0,5,Eengezinswoning,Back Garden,2110.169491525424
Saltholm 6,Zaandam,€ 599.000,234 m²,121 m²,1995.0,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,In woonwijk,"Patio/atrium, voortuin en zonneterras",1.310,599000.0,121.0,234.0,3.0,4,Bungalow,Other Garden,4950.413223140496
Hanendorperweg 25,Emst,€ 425.000,597 m²,92 m²,1952.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,Aan rustige weg en in centrum,"Achtertuin, voortuin, zijtuin en zonneterras",1.400,425000.0,92.0,597.0,4.0,6,Eengezinswoning,Back Garden,4619.565217391304
Dr. Ramaerlaan 26,Castricum,€ 399.000,219 m²,72 m²,1915.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,Niet verplicht,In bosrijke omgeving en in woonwijk,"Achtertuin, voortuin en zijtuin",2.060,399000.0,72.0,219.0,2.0,3,Eengezinswoning,Back Garden,5541.666666666667
Middenweg 71 C,Middenbeemster,€ 979.000,1.754 m²,284 m²,1988.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak,7 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,A,"Aan rustige weg, aan water, beschutte ligging, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.265,979000.0,284.0,1.754,5.0,7,Eengezinswoning,Back Garden,3447.1830985915494
Zandhovenstraat 4,Breda,€ 325.000,179 m²,127 m²,1968.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan water en in woonwijk,Achtertuin en voortuin,4.260,325000.0,127.0,179.0,4.0,6,Eengezinswoning,Back Garden,2559.0551181102364
Rivierdijk 655,Sliedrecht,€ 1.250.000,830 m²,316 m²,1890.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een vliering,E,Aan rustige weg,Achtertuin en voortuin,445,1250000.0,316.0,830.0,3.0,6,Eengezinswoning,Back Garden,3955.6962025316457
Weerdingerweg 27,Valthe,€ 479.000,3.845 m²,180 m²,1925.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,In bosrijke omgeving en vrij uitzicht,Tuin rondom,,479000.0,180.0,3.845,5.0,6,Eengezinswoning,Other Garden,2661.1111111111113
Wilhelminastraat 15,Meteren,€ 375.000,171 m²,84 m²,1920.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen en riet,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,G,Aan rustige weg,Achtertuin en zijtuin,845,375000.0,84.0,171.0,2.0,3,Woonboerderij,Back Garden,4464.285714285715
Strammerboogh 19,Akersloot,€ 275.000,152 m²,76 m²,1986.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In woonwijk,Achtertuin en voortuin,3.410,275000.0,76.0,152.0,3.0,4,Eengezinswoning,Back Garden,3618.4210526315787
Zwarteweg 15,Leusden,€ 845.000,570 m²,154 m²,1966.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,B,In centrum en in woonwijk,"Achtertuin, voortuin en zijtuin",1.235,845000.0,154.0,570.0,5.0,7,Eengezinswoning,Back Garden,5487.012987012987
Roer 9,Deurne,€ 315.000,139 m²,178 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.055,315000.0,178.0,139.0,3.0,6,Eengezinswoning,Back Garden,1769.6629213483145
Frans Halslaan 13,Akersloot,€ 350.000,145 m²,118 m²,1968.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.410,350000.0,118.0,145.0,5.0,6,Eengezinswoning,Back Garden,2966.101694915254
Hondstong 8,Heemskerk,€ 750.000,364 m²,128 m²,1989.0,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.525,750000.0,128.0,364.0,2.0,3,Bungalow,Back Garden,5859.375
Rijksweg 31,Nuland,€ 739.000,1.127 m²,163 m²,1962.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,C,,Tuin rondom,3.495,739000.0,163.0,1.127,4.0,5,Eengezinswoning,Other Garden,4533.742331288344
Drieseweg 6,Putten,€ 550.000,345 m²,137 m²,1934.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,6.280,550000.0,137.0,345.0,4.0,6,Eengezinswoning,Back Garden,4014.598540145985
Dorpsstraat 16 a,Zieuwent,€ 369.000,365 m²,142 m²,1974.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In centrum,"Achtertuin, voortuin en zijtuin",1.095,369000.0,142.0,365.0,3.0,5,Eengezinswoning,Back Garden,2598.5915492957747
Richtershof 35,Kapel Avezaath (Gem. Tiel),€ 355.000,128 m²,93 m²,2010.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,500,355000.0,93.0,128.0,3.0,5,Eengezinswoning,Back Garden,3817.2043010752686
Groningerstraat 157,Assen,€ 399.000,335 m²,143 m²,1934.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan drukke weg en beschutte ligging,Achtertuin en voortuin,1.810,399000.0,143.0,335.0,3.0,5,Eengezinswoning,Back Garden,2790.2097902097903
Noordlandseweg 77 C,'s-Gravenzande,€ 850.000,1.450 m²,162 m²,1964.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een vliering,E,Aan drukke weg en vrij uitzicht,Tuin rondom,3.215,850000.0,162.0,1.45,4.0,5,Eengezinswoning,Other Garden,5246.913580246914
Dennekruid 210,Rotterdam,€ 427.500,156 m²,137 m²,1972.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,25.730,427500.0,137.0,156.0,5.0,6,Eengezinswoning,Back Garden,3120.4379562043796
Singel 250,Vlissingen,€ 239.500,173 m²,94 m²,1933.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en zonneterras,765,239500.0,94.0,173.0,4.0,5,Eengezinswoning,Back Garden,2547.872340425532
Waalsteenhof 15,Hillegom,€ 649.000,211 m²,144 m²,2017.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",710,649000.0,144.0,211.0,3.0,5,Eengezinswoning,Back Garden,4506.944444444444
De Gijster 72,Made,€ 579.000,527 m²,137 m²,1997.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,,579000.0,137.0,527.0,4.0,6,Eengezinswoning,Back Garden,4226.2773722627735
Noordstraat 5,Poortvliet,€ 415.000,792 m²,159 m²,1915.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,F,Aan rustige weg en in centrum,"Achtertuin, voortuin en zijtuin",1.260,415000.0,159.0,792.0,4.0,5,Eengezinswoning,Back Garden,2610.062893081761
Muidenstraat 23,Emmeloord,€ 285.000,164 m²,138 m²,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.280,285000.0,138.0,164.0,4.0,5,Eengezinswoning,Back Garden,2065.217391304348
Buitenerf 132,Breda,€ 390.000,270 m²,132 m²,1982.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,4.230,390000.0,132.0,270.0,3.0,6,Eengezinswoning,Back Garden,2954.5454545454545
Fluitenkruid 4,Gorinchem,€ 650.000,287 m²,162 m²,2018.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.050,650000.0,162.0,287.0,6.0,7,Eengezinswoning,Back Garden,4012.3456790123455
Heukelom 7,Afferden (LI),€ 749.000,1.793 m²,200 m²,2004.0,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,Buiten bebouwde kom en open ligging,Tuin rondom,455,749000.0,200.0,1.793,4.0,6,Landhuis,Other Garden,3745.0
Maanglans 28,Amersfoort,€ 419.000,101 m²,132 m²,1997.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan water en in woonwijk,Voortuin en zonneterras,€ 3.339,419000.0,132.0,101.0,4.0,5,Eengezinswoning,Front Garden,3174.242424242424
Emmapark 3,Wageningen,€ 599.000,129 m²,140 m²,1941.0,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In centrum,Achtertuin en voortuin,2.920,599000.0,140.0,129.0,5.0,6,Herenhuis,Back Garden,4278.571428571428
Dwarsweg 4,Elp,€ 485.000,915 m²,243 m²,1970.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met overig,4 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, in bosrijke omgeving en vrij uitzicht","Voortuin, zijtuin en zonneterras",320,485000.0,243.0,915.0,2.0,4,Eengezinswoning,Front Garden,1995.8847736625514
Van Lingelaan 81,Maarssen,€ 689.000,288 m²,154 m²,1989.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan water en in woonwijk,Achtertuin en voortuin,,689000.0,154.0,288.0,4.0,5,Eengezinswoning,Back Garden,4474.025974025974
Lebuinusstraat 19,Doetinchem,€ 530.000,511 m²,210 m²,1979.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.930,530000.0,210.0,511.0,4.0,7,Eengezinswoning,Back Garden,2523.809523809524
Straat van Dover 88,Amersfoort,€ 539.000,133 m²,125 m²,2018.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.325,539000.0,125.0,133.0,4.0,5,Eengezinswoning,Back Garden,4312.0
Trix Terwindtstraat 17,Spijkenisse,€ 429.900,165 m²,132 m²,1991.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.735,429900.0,132.0,165.0,3.0,4,Eengezinswoning,Back Garden,3256.818181818182
Brouwhuis 49,Blokker,€ 285.000,140 m²,110 m²,1981.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Achtertuin en voortuin,1.010,285000.0,110.0,140.0,4.0,5,Eengezinswoning,Back Garden,2590.909090909091
Liefkenshoek 26,Riel,€ 600.000,530 m²,189 m²,1972.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.325,600000.0,189.0,530.0,4.0,6,Eengezinswoning,Back Garden,3174.6031746031745
Mariënstein 84,Heiloo,€ 495.000,187 m²,119 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.400,495000.0,119.0,187.0,4.0,5,Eengezinswoning,Back Garden,4159.663865546218
Cornelis Troostlaan 3,Heeze,€ 800.000,1.233 m²,255 m²,1974.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,,Achtertuin en voortuin,9.180,800000.0,255.0,1.233,6.0,12,Eengezinswoning,Back Garden,3137.2549019607845
Boterbloem 17,Zeeland,€ 419.000,288 m²,109 m²,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,"Achtertuin, voortuin en zijtuin",4.875,419000.0,109.0,288.0,3.0,5,Eengezinswoning,Back Garden,3844.0366972477063
Madernolaan 11,Eindhoven,€ 425.000,205 m²,163 m²,1965.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.740,425000.0,163.0,205.0,5.0,7,Eengezinswoning,Back Garden,2607.3619631901843
Laakboulevard 162,Amersfoort,€ 649.000,181 m²,183 m²,2005.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.558,649000.0,183.0,181.0,4.0,6,Eengezinswoning,Back Garden,3546.448087431694
Mantingerzand 71,Ede,€ 395.000,145 m²,115 m²,2016.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.025,395000.0,115.0,145.0,3.0,5,Eengezinswoning,Back Garden,3434.782608695652
Cor van Osnabruggelaan 98,Voorschoten,€ 1.175.000,497 m²,218 m²,1995.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk",Tuin rondom,2.820,1175000.0,218.0,497.0,4.0,6,Villa,Other Garden,5389.908256880734
Stoelenmatter 20,Best,€ 375.000,154 m²,103 m²,1979.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.685,375000.0,103.0,154.0,3.0,5,Eengezinswoning,Back Garden,3640.776699029126
de Weide 8,Lopik,€ 295.000,148 m²,108 m²,1976.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,5.530,295000.0,108.0,148.0,3.0,4,Eengezinswoning,Back Garden,2731.4814814814813
Jhr. Ruys de Beerenbroeckstraat 3,Veghel,€ 365.000,357 m²,132 m²,1969.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.350,365000.0,132.0,357.0,5.0,6,Eengezinswoning,Back Garden,2765.151515151515
Meester Haddersstraat 12,Wijster,€ 650.000,1.674 m²,186 m²,1985.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,5 kamers (3 slaapkamers),1 badkamer,1 woonlaag en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin rondom,735,650000.0,186.0,1.674,3.0,5,Woonboerderij,Back Garden,3494.6236559139784
Aalsburg 1420,Wijchen,€ 375.000,133 m²,132 m²,1972.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.280,375000.0,132.0,133.0,4.0,6,Eengezinswoning,Back Garden,2840.909090909091
Eibert den Herderstraat 18,Harderwijk,€ 375.000,220 m²,121 m²,1980.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, tuin rondom en voortuin",810,375000.0,121.0,220.0,4.0,5,Eengezinswoning,Back Garden,3099.1735537190084
Van Ekelenburgstraat 36,Nieuw-Amsterdam,€ 250.000,295 m²,98 m²,1987.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.310,250000.0,98.0,295.0,4.0,5,Eengezinswoning,Back Garden,2551.0204081632655
Woude 36 D,de Woude,€ 975.000,990 m²,297 m²,2020.0,Bestaande bouw,"Landhuis, vrijstaande woning",Dwarskap bedekt met pannen,9 kamers (8 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een vliering,A+++,Landelijk gelegen,Tuin rondom,165,975000.0,297.0,990.0,8.0,9,Landhuis,Other Garden,3282.8282828282827
Amaliastein 82,Vianen (UT),€ 850.000,738 m²,210 m²,1989.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",Tuin rondom,€ 3.817,850000.0,210.0,738.0,5.0,6,Eengezinswoning,Other Garden,4047.6190476190477
Halve Maanstraat 12,Oostkapelle,€ 599.000,577 m²,116 m²,1991.0,Bestaande bouw,"Bungalow, vrijstaande woning",Tentdak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.505,599000.0,116.0,577.0,2.0,4,Bungalow,Other Garden,5163.793103448276
Vliegent Hert 86,Lelystad,€ 375.000,167 m²,146 m²,2000.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,770,375000.0,146.0,167.0,3.0,5,Eengezinswoning,Back Garden,2568.4931506849316
Populier 62,Best,€ 350.000,147 m²,123 m²,1987.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum en in woonwijk,Achtertuin en voortuin,3.335,350000.0,123.0,147.0,4.0,4,Eengezinswoning,Back Garden,2845.528455284553
Julianastraat 55,Groot-Ammers,€ 450.000,390 m²,152 m²,1972.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.570,450000.0,152.0,390.0,5.0,6,Eengezinswoning,Back Garden,2960.5263157894738
Kennemerlaan 111,IJmuiden,€ 575.000,119 m²,137 m²,1930.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,G,In centrum en in woonwijk,Achtertuin,2.150,575000.0,137.0,119.0,4.0,5,Eengezinswoning,Back Garden,4197.080291970803
Watermuntlaan 1,Oosthuizen,€ 550.000,295 m²,110 m²,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,2.010,550000.0,110.0,295.0,3.0,4,Eengezinswoning,Back Garden,5000.0
Smederij 148,Dronten,€ 550.000,325 m²,179 m²,2015.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.580,550000.0,179.0,325.0,5.0,6,Eengezinswoning,Back Garden,3072.6256983240223
Hoofdvaart 175,Dedemsvaart,€ 685.000,1.370 m²,155 m²,1976.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met riet,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Vrij uitzicht,Tuin rondom,525,685000.0,155.0,1.37,3.0,4,Woonboerderij,Other Garden,4419.354838709677
Ridderspoor 18,Krimpen aan den IJssel,€ 450.000,154 m²,176 m²,1977.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.045,450000.0,176.0,154.0,5.0,6,Eengezinswoning,Back Garden,2556.818181818182
Merelstraat 11,Neede,€ 287.500,238 m²,107 m²,1973.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,1.325,287500.0,107.0,238.0,4.0,5,Eengezinswoning,Back Garden,2686.9158878504672
Hollmanstraat 16,Sittard,€ 250.000,300 m²,102 m²,1963.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.015,250000.0,102.0,300.0,3.0,6,Eengezinswoning,Back Garden,2450.9803921568628
Kerkweg 49,Malden,€ 325.000,262 m²,101 m²,1961.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met asbest en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,Aan drukke weg en in woonwijk,Achtertuin en voortuin,3.350,325000.0,101.0,262.0,3.0,4,Eengezinswoning,Back Garden,3217.8217821782177
Carolusgulden 3,Dronten,€ 350.000,231 m²,91 m²,1996.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.055,350000.0,91.0,231.0,3.0,4,Eengezinswoning,Back Garden,3846.153846153846
Margrietstraat 2,Aalsmeer,€ 435.000,150 m²,128 m²,1967.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,7.710,435000.0,128.0,150.0,3.0,4,Eengezinswoning,Back Garden,3398.4375
Pelsakker 54,Breda,€ 425.000,180 m²,126 m²,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.850,425000.0,126.0,180.0,4.0,5,Eengezinswoning,Back Garden,3373.0158730158732
